Question_ID,Question_Text,Clean_Text,Predicted_Subject
2020_1_English_Q22,"Newman projections P, Q, R and S are shown below:
Which one of the following options represents identical molecules?
(A) P and Q
(B) Q and S
(C) Q and R
(D) R and S",Newman projections P Q R and S are shown below Which one of the following options represents identical molecules P and Q Q and S Q and R R and S,physics
2020_1_English_Q23,"Which one of the following structures has the IUPAC name 3-ethynyl-2-hydroxy-4-methylhex-3-en-5-ynoic acid?
(A)
(B)
(C)
(D)",Which one of the following structures has the IUPAC name ethynyl hydroxy methylhex en ynoic acid,chemistry
2020_1_English_Q24,"The Fischer projection of D-erythrose is shown below.
D-Erythrose and its isomers are listed as P, Q, R, and S in Column-I. Choose the correct relationship of P, Q, R, and S with D-erythrose from Column II.
(A) P→2, Q→3, R→2, S→2
(C) P→2, Q→1, R→1, S→3
(B) P→3, Q→1, R→1, S→2
(D) P→2, Q→3, R→3, S→1",The Fischer projection of D erythrose is shown below D Erythrose and its isomers are listed as P Q R and S in Column I Choose the correct relationship of P Q R and S with D erythrose from Column II P Q R S P Q R S P Q R S P Q R S,chemistry
2020_1_English_Q25,"In thermodynamics, the P – V work done is given by w = -∫ dV Pext.
For a system undergoing a particular process, the work done is, w = -∫ dV (RT/(V-b) - a/V²)
This equation is applicable to a
(A) system that satisfies the van der Waals equation of state.
(B) process that is reversible and isothermal.
(C) process that is reversible and adiabatic.
(D) process that is irreversible and at constant pressure.",In thermodynamics the P V work done is given by w dV Pext For a system undergoing a particular process the work done is w dV RT V b a V This equation is applicable to a system that satisfies the van der Waals equation of state process that is reversible and isothermal process that is reversible and adiabatic process that is irreversible and at constant pressure,chemistry
2020_1_English_Q26,"With respect to the compounds I-V, choose the correct statement(s).
(A) The acidity of compound I is due to delocalization in the conjugate base.
(B) The conjugate base of compound IV is aromatic.
(C) Compound II becomes more acidic, when it has a -NO₂ substituent.
(D) The acidity of compounds follows the order I > IV > V > II > III.",With respect to the compounds I V choose the correct statement s The acidity of compound I is due to delocalization in the conjugate base The conjugate base of compound IV is aromatic Compound II becomes more acidic when it has a NO substituent The acidity of compounds follows the order I IV V II III,chemistry
2020_1_English_Q27,"In the reaction scheme shown below, Q, R, and S are the major products.
The correct structure of
(A) S is
(B) Q is
(C) R is
(D) S is",In the reaction scheme shown below Q R and S are the major products The correct structure of S is Q is R is S is,chemistry
2020_1_English_Q28,"Choose the correct statement(s) among the following:
(A) [FeCl₄]⁻ has tetrahedral geometry.
(B) [Co(en)(NH₃)₂Cl₂]⁺ has 2 geometrical isomers.
(C) [FeCl₄]⁻ has higher spin-only magnetic moment than [Co(en)(NH₃)₂Cl₂]⁺.
(D) The cobalt ion in [Co(en)(NH₃)₂Cl₂]⁺ has sp³d² hybridization.",Choose the correct statement s among the following FeCl has tetrahedral geometry Co en NH Cl has geometrical isomers FeCl has higher spin only magnetic moment than Co en NH Cl The cobalt ion in Co en NH Cl has sp d hybridization,chemistry
2020_1_English_Q29,"With respect to hypochlorite, chlorate and perchlorate ions, choose the correct statement(s).
(A) The hypochlorite ion is the strongest conjugate base.
(B) The molecular shape of only chlorate ion is influenced by the lone pair of electrons of Cl.
(C) The hypochlorite and chlorate ions disproportionate to give rise to identical set of ions.
(D) The hypochlorite ion oxidizes the sulfite ion.",With respect to hypochlorite chlorate and perchlorate ions choose the correct statement s The hypochlorite ion is the strongest conjugate base The molecular shape of only chlorate ion is influenced by the lone pair of electrons of Cl The hypochlorite and chlorate ions disproportionate to give rise to identical set of ions The hypochlorite ion oxidizes the sulfite ion,chemistry
2020_1_English_Q30,"The cubic unit cell structure of a compound containing cation M and anion X is shown below. When compared to the anion, the cation has smaller ionic radius. Choose the correct statement(s).
(A) The empirical formula of the compound is MX.
(B) The cation M and anion X have different coordination geometries.
(C) The ratio of M-X bond length to the cubic unit cell edge length is 0.866.
(D) The ratio of the ionic radii of cation M to anion X is 0.414.",The cubic unit cell structure of a compound containing cation M and anion X is shown below When compared to the anion the cation has smaller ionic radius Choose the correct statement s The empirical formula of the compound is MX The cation M and anion X have different coordination geometries The ratio of M X bond length to the cubic unit cell edge length is The ratio of the ionic radii of cation M to anion X is,chemistry
2020_1_English_Q31,"5.00 mL of 0.10 M oxalic acid solution taken in a conical flask is titrated against NaOH from a burette using phenolphthalein indicator. The volume of NaOH required for the appearance of permanent faint pink color is tabulated below for five experiments. What is the concentration, in molarity, of the NaOH solution?
Exp. No. | Vol. of NaOH (mL)
1 | 12.5
2 | 10.5
3 | 9.0
4 | 9.0
5 | 9.0",mL of M oxalic acid solution taken in a conical flask is titrated against NaOH from a burette using phenolphthalein indicator The volume of NaOH required for the appearance of permanent faint pink color is tabulated below for five experiments What is the concentration in molarity of the NaOH solution Exp No Vol of NaOH mL,chemistry
2020_1_English_Q32,"Consider the reaction A ⇌ B at 1000 K. At time t', the temperature of the system was increased to 2000 K and the system was allowed to reach equilibrium. Throughout this experiment the partial pressure of A was maintained at 1 bar. Given below is the plot of the partial pressure of B with time. What is the ratio of the standard Gibbs energy of the reaction at 1000 K to that at 2000 K?",Consider the reaction A B at K At time t the temperature of the system was increased to K and the system was allowed to reach equilibrium Throughout this experiment the partial pressure of A was maintained at bar Given below is the plot of the partial pressure of B with time What is the ratio of the standard Gibbs energy of the reaction at K to that at K,chemistry
2020_1_English_Q33,"Consider a 70% efficient hydrogen-oxygen fuel cell working under standard conditions at 1 bar and 298 K. Its cell reaction is
H₂(g) + (1/2)O₂(g) → H₂O (l).
The work derived from the cell on the consumption of 1.0 × 10⁻³ mol of H₂(g) is used to compress 1.00 mol of a monoatomic ideal gas in a thermally insulated container. What is the change in the temperature (in K) of the ideal gas?
The standard reduction potentials for the two half-cells are given below.
O₂(g) + 4H⁺(aq) + 4e⁻ → 2 H₂O (l), E° = 1.23 V,
2H⁺(aq) + 2e⁻ → H₂ (g), E° = 0.00 V .
Use F = 96500 C mol⁻¹, R = 8.314 J mol⁻¹ K⁻¹.",Consider a efficient hydrogen oxygen fuel cell working under standard conditions at bar and K Its cell reaction is H g O g H O l The work derived from the cell on the consumption of mol of H g is used to compress mol of a monoatomic ideal gas in a thermally insulated container What is the change in the temperature in K of the ideal gas The standard reduction potentials for the two half cells are given below O g 4H aq 4e H O l E V 2H aq 2e H g E V Use F C mol R J mol K,chemistry
2020_1_English_Q34,"Aluminium reacts with sulfuric acid to form aluminium sulfate and hydrogen. What is the volume of hydrogen gas in liters (L) produced at 300 K and 1.0 atm pressure, when 5.4 g of aluminium and 50.0 mL of 5.0 M sulfuric acid are combined for the reaction?
(Use molar mass of aluminium as 27.0 g mol⁻¹, R = 0.082 atm L mol⁻¹ K⁻¹)",Aluminium reacts with sulfuric acid to form aluminium sulfate and hydrogen What is the volume of hydrogen gas in liters L produced at K and atm pressure when g of aluminium and mL of M sulfuric acid are combined for the reaction Use molar mass of aluminium as g mol R atm L mol K,chemistry
2020_1_English_Q35,"²³²U is known to undergo radioactive decay to form ²⁰⁸Pb by emitting alpha and beta particles. A rock initially contained 68 × 10⁻⁶ g of ²³²U. If the number of alpha particles that it would emit during its radioactive decay of ²³²U to ²⁰⁸Pb in three half-lives is Z × 10¹⁸, then what is the value of Z?",U is known to undergo radioactive decay to form Pb by emitting alpha and beta particles A rock initially contained g of U If the number of alpha particles that it would emit during its radioactive decay of U to Pb in three half lives is Z then what is the value of Z,physics
2020_1_English_Q36,"In the following reaction, compound Q is obtained from compound P via an ionic intermediate.
What is the degree of unsaturation of Q?",In the following reaction compound Q is obtained from compound P via an ionic intermediate What is the degree of unsaturation of Q,chemistry
2020_1_English_Q37,"Suppose a,b denote the distinct real roots of the quadratic polynomial x² + 20x - 2020 and suppose c, d denote the distinct complex roots of the quadratic polynomial x² − 20x + 2020.
Then the value of ac(a - c) + ad(a – d) + bc(b - c) + bd(b − d) is
(A) 0 (B) 8000 (C) 8080 (D) 16000",Suppose a b denote the distinct real roots of the quadratic polynomial x 20x and suppose c d denote the distinct complex roots of the quadratic polynomial x 20x Then the value of ac a c ad a d bc b c bd b d is,mathematics
2020_1_English_Q38,"If the function f: R → R is defined by f(x) = |x|(x − sin x), then which of the following statements is TRUE?
(A) f is one-one, but NOT onto
(B) f is onto, but NOT one-one
(C) f is BOTH one-one and onto
(D) f is NEITHER one-one NOR onto",If the function f R R is defined by f x x x sin x then which of the following statements is TRUE f is one one but NOT onto f is onto but NOT one one f is BOTH one one and onto f is NEITHER one one NOR onto,mathematics
2020_1_English_Q39,"Let the functions f: R → R and g: R → R be defined by
f(x) = eˣ⁻¹ - e⁻|ˣ⁻¹| and g(x) = (1/2)(eˣ⁻¹ + e¹⁻ˣ).
Then the area of the region in the first quadrant bounded by the curves y = f(x), y = g(x) and x = 0 is
(A) (2-√3) + (1/2)(e-e⁻¹)
(B) (2 + √3) + (1/2)(e-e⁻¹)
(C) (2-√3) + (1/2)(e + e⁻¹)
(D) (2 + √3) + (1/2)(e + e⁻¹)",Let the functions f R R and g R R be defined by f x e e and g x e e Then the area of the region in the first quadrant bounded by the curves y f x y g x and x is e e e e e e e e,mathematics
2020_1_English_Q40,"Let a, b and λ be positive real numbers. Suppose P is an end point of the latus rectum of the parabola y² = 4λx, and suppose the ellipse x²/a² + y²/b² = 1 passes through the point P. If the tangents to the parabola and the ellipse at the point P are perpendicular to each other, then the eccentricity of the ellipse is
(A) 1/√2 (B) 1/2 (C) 1/3 (D) 2/√5",Let a b and be positive real numbers Suppose P is an end point of the latus rectum of the parabola y x and suppose the ellipse x a y b passes through the point P If the tangents to the parabola and the ellipse at the point P are perpendicular to each other then the eccentricity of the ellipse is,mathematics
2020_1_English_Q41,"Let C₁ and C₂ be two biased coins such that the probabilities of getting head in a single toss are 2/3 and 1/3, respectively. Suppose α is the number of heads that appear when C₁ is tossed twice, independently, and suppose β is the number of heads that appear when C₂ is tossed twice, independently. Then the probability that the roots of the quadratic polynomial x² − αx + β are real and equal, is
(A) 40/81 (B) 20/81 (C) 1/2 (D) 1/4",Let C and C be two biased coins such that the probabilities of getting head in a single toss are and respectively Suppose is the number of heads that appear when C is tossed twice independently and suppose is the number of heads that appear when C is tossed twice independently Then the probability that the roots of the quadratic polynomial x x are real and equal is,mathematics
2020_1_English_Q42,"Consider all rectangles lying in the region
{(x, y) ∈ R × R : 0 ≤ x ≤ π/2 and 0 ≤ y ≤ 2 sin(2x)}
and having one side on the x-axis. The area of the rectangle which has the maximum perimeter among all such rectangles, is
(A) 3π/2 (B) π (C) π/√3 (D) π√3/2",Consider all rectangles lying in the region x y R R x and y sin 2x and having one side on the x axis The area of the rectangle which has the maximum perimeter among all such rectangles is,mathematics
2020_1_English_Q43,"Let the function f: R → R be defined by f(x) = x³ − x² + (x − 1) sin x and let g: R → R be an arbitrary function. Let fg: R → R be the product function defined by (fg)(x) = f(x)g(x). Then which of the following statements is/are TRUE?
(A) If g is continuous at x = 1, then fg is differentiable at x = 1
(B) If fg is differentiable at x = 1, then g is continuous at x = 1
(C) If g is differentiable at x = 1, then fg is differentiable at x = 1
(D) If fg is differentiable at x = 1, then g is differentiable at x = 1",Let the function f R R be defined by f x x x x sin x and let g R R be an arbitrary function Let fg R R be the product function defined by fg x f x g x Then which of the following statements is are TRUE If g is continuous at x then fg is differentiable at x If fg is differentiable at x then g is continuous at x If g is differentiable at x then fg is differentiable at x If fg is differentiable at x then g is differentiable at x,mathematics
2020_1_English_Q44,"Let M be a 3 × 3 invertible matrix with real entries and let I denote the 3 × 3 identity matrix. If M⁻¹ = adj (adj M), then which of the following statements is/are ALWAYS TRUE?
(A) M = I (B) det M = 1 (C) M² = I (D) (adj M)² = I",Let M be a invertible matrix with real entries and let I denote the identity matrix If M adj adj M then which of the following statements is are ALWAYS TRUE M I det M M I adj M I,mathematics
2020_1_English_Q45,"Let S be the set of all complex numbers z satisfying |z² + z + 1| = 1. Then which of the following statements is/are TRUE?
(A) |z + (1/2)| ≤ 1/2 for all z ∈S
(B) |z| ≤ 2 for all z ∈ S
(C) |z + (1/2)| ≥ 1/2 for all z ∈ S
(D) The set S has exactly four elements",Let S be the set of all complex numbers z satisfying z z Then which of the following statements is are TRUE z for all z S z for all z S z for all z S The set S has exactly four elements,mathematics
2020_1_English_Q46,"Let x, y and z be positive real numbers. Suppose x, y and z are the lengths of the sides of a triangle opposite to its angles X, Y and Z, respectively. If
tan(X/2) + tan(Z/2) = 2y/(x+z)
then which of the following statements is/are TRUE?
(A) 2Y = X + Z
(B) Y = X + Z
(C) tan(X/2) = x/(y+z)
(D) x² + z² – y² = xz",Let x y and z be positive real numbers Suppose x y and z are the lengths of the sides of a triangle opposite to its angles X Y and Z respectively If tan X tan Z 2y x z then which of the following statements is are TRUE 2Y X Z Y X Z tan X x y z x z y xz,mathematics
2020_1_English_Q47,"Let L₁ and L₂ be the following straight lines.
L₁: (x-1)/3 = (y-1)/-1 = (z-1)/1 and L₂: (x-1)/-3 = (y-1)/-1 = (z-1)/1
Suppose the straight line
L: (x-α)/l = (y-1)/m = (z-γ)/-2
lies in the plane containing L₁ and L₂, and passes through the point of intersection of L₁ and L₂. If the line L bisects the acute angle between the lines L₁ and L₂, then which of the following statements is/are TRUE?
(A) α - γ = 3 (B) l + m = 2 (C) α - γ = 1 (D) l + m = 0",Let L and L be the following straight lines L x y z and L x y z Suppose the straight line L x l y m z lies in the plane containing L and L and passes through the point of intersection of L and L If the line L bisects the acute angle between the lines L and L then which of the following statements is are TRUE l m l m,mathematics
2020_1_English_Q48,"Which of the following inequalities is/are TRUE?
(A) ∫₀¹ x cos x dx ≥ 3/8
(B) ∫₀¹ x sin x dx ≥ 3/10
(C) ∫₀¹ x² cos x dx ≥ 1/2
(D) ∫₀¹ x² sin x dx ≥ 2/9",Which of the following inequalities is are TRUE x cos x dx x sin x dx x cos x dx x sin x dx,mathematics
2020_1_English_Q49,"Let m be the minimum possible value of log₃(3ʸ¹ + 3ʸ² + 3ʸ³), where y₁, y₂, y₃ are real numbers for which y₁ + y₂ + y₃ = 9. Let M be the maximum possible value of (log₃x₁ + log₃x₂ + log₃x₃), where x₁, x₂, x₃ are positive real numbers for which x₁ + x₂ + x₃ = 9. Then the value of log₂(m³) + log₃(M²) is _______.",Let m be the minimum possible value of log where y y y are real numbers for which y y y Let M be the maximum possible value of log x log x log x where x x x are positive real numbers for which x x x Then the value of log m log M is _______,mathematics
2020_1_English_Q50,"Let a₁, a₂, a₃, ... be a sequence of positive integers in arithmetic progression with common difference 2. Also, let b₁, b₂, b₃, ... be a sequence of positive integers in geometric progression with common ratio 2. If a₁ = b₁ = c, then the number of all possible values of c, for which the equality
2(a₁ + a₂ + … + aₙ) = b₁ + b₂ + … + bₙ
holds for some positive integer n, is _______.",Let a a a be a sequence of positive integers in arithmetic progression with common difference Also let b b b be a sequence of positive integers in geometric progression with common ratio If a b c then the number of all possible values of c for which the equality a a a b b b holds for some positive integer n is _______,mathematics
2020_1_English_Q51,"Let f: [0, 2] → R be the function defined by
f(x) = (3 - sin(2πx)) sin (πx - π/4) - sin(3πx + π/4).
If α, β∈ [0,2] are such that {x ∈ [0,2] : f(x) ≥ 0} = [α, β], then the value of β - α is _______.",Let f R be the function defined by f x sin x sin x sin x If are such that x f x then the value of is _______,mathematics
2020_1_English_Q52,"In a triangle PQR, let ả = QR, b = RP and c = PQ. If
|ả| = 3, |b| = 4 and ả ⋅ (c - b) / c ⋅ (ả - b) = |ả|²/|b|² ,
then the value of |ả × b|² is _______.",In a triangle PQR let QR b RP and c PQ If b and c b c b b then the value of b is _______,mathematics
2020_1_English_Q53,"For a polynomial g(x) with real coefficients, let mᵍ denote the number of distinct real roots of g(x). Suppose S is the set of polynomials with real coefficients defined by
S = {(x² − 1)²(a₀ + a₁x + a₂x² + a₃x³) : a₀, a₁, a₂, a₃ ∈ R}.
For a polynomial f, let f'and f'' denote its first and second order derivatives, respectively. Then the minimum possible value of (m_{f'} + m_{f''}), where f ∈ S, is _______.",For a polynomial g x with real coefficients let m denote the number of distinct real roots of g x Suppose S is the set of polynomials with real coefficients defined by S x a a x a x a x a a a a R For a polynomial f let f and f denote its first and second order derivatives respectively Then the minimum possible value of m_ f m_ f where f S is _______,mathematics
2020_1_English_Q54,"Let e denote the base of the natural logarithm. The value of the real number a for which the right hand limit
lim_{x→0+} (1-x)^(1/x²) - e⁻¹ / xᵃ
is equal to a nonzero real number, is _______.",Let e denote the base of the natural logarithm The value of the real number a for which the right hand limit lim_ x x x e x is equal to a nonzero real number is _______,mathematics
2020_2_English_Q01,"A large square container with thin transparent vertical walls and filled with water (refractive index $\frac{4}{3}$) is kept on a horizontal table. A student holds a thin straight wire vertically inside the water 12 cm from one of its corners, as shown schematically in the figure. Looking at the wire from this corner, another student sees two images of the wire, located symmetrically on each side of the line of sight as shown. The separation (in cm) between these images is __________",A large square container with thin transparent vertical walls and filled with water refractive index frac is kept on a horizontal table A student holds a thin straight wire vertically inside the water cm from one of its corners as shown schematically in the figure Looking at the wire from this corner another student sees two images of the wire located symmetrically on each side of the line of sight as shown The separation in cm between these images is __________,physics
2020_2_English_Q02,"A train with cross-sectional area $S_t$ is moving with speed $v_t$ inside a long tunnel of cross-sectional area $S_0 (S_0 = 4S_t)$. Assume that almost all the air (density $\rho$) in front of the train flows back between its sides and the walls of the tunnel. Also, the air flow with respect to the train is steady and laminar. Take the ambient pressure and that inside the train to be $p_0$. If the pressure in the region between the sides of the train and the tunnel walls is $p$, then $p_0 - p = \frac{1}{2N} \rho v_t^2$. The value of $N$ is __________",A train with cross sectional area S_t is moving with speed v_t inside a long tunnel of cross sectional area S_0 S_0 4S_t Assume that almost all the air density rho in front of the train flows back between its sides and the walls of the tunnel Also the air flow with respect to the train is steady and laminar Take the ambient pressure and that inside the train to be p_0 If the pressure in the region between the sides of the train and the tunnel walls is p then p_0 p frac 2N rho v_t The value of N is __________,physics
2020_2_English_Q03,"Two large circular discs separated by a distance of 0.01 m are connected to a battery via a switch as shown in the figure. Charged oil drops of density 900 kg m$^{-3}$ are released through a tiny hole at the center of the top disc. Once some oil drops achieve terminal velocity, the switch is closed to apply a voltage of 200 V across the discs. As a result, an oil drop of radius 8 × 10$^{-7}$ m stops moving vertically and floats between the discs. The number of electrons present in this oil drop is __________ (neglect the buoyancy force, take acceleration due to gravity = 10 ms$^{-2}$ and charge on an electron ($e$) = 1.6×10$^{-19}$ C)",Two large circular discs separated by a distance of m are connected to a battery via a switch as shown in the figure Charged oil drops of density kg m are released through a tiny hole at the center of the top disc Once some oil drops achieve terminal velocity the switch is closed to apply a voltage of V across the discs As a result an oil drop of radius m stops moving vertically and floats between the discs The number of electrons present in this oil drop is __________ neglect the buoyancy force take acceleration due to gravity ms and charge on an electron e C,physics
2020_2_English_Q04,"A hot air balloon is carrying some passengers, and a few sandbags of mass 1 kg each so that its total mass is 480 kg. Its effective volume giving the balloon its buoyancy is $V$. The balloon is floating at an equilibrium height of 100 m. When $N$ number of sandbags are thrown out, the balloon rises to a new equilibrium height close to 150 m with its volume $V$ remaining unchanged. If the variation of the density of air with height $h$ from the ground is $\rho(h) = \rho_0 e^{-\frac{h}{h_0}}$, where $\rho_0 = 1.25$ kg m$^{-3}$ and $h_0 = 6000$ m, the value of $N$ is __________",A hot air balloon is carrying some passengers and a few sandbags of mass kg each so that its total mass is kg Its effective volume giving the balloon its buoyancy is V The balloon is floating at an equilibrium height of m When N number of sandbags are thrown out the balloon rises to a new equilibrium height close to m with its volume V remaining unchanged If the variation of the density of air with height h from the ground is rho h rho_0 e frac h h_0 where rho_0 kg m and h_0 m the value of N is __________,physics
2020_2_English_Q05,"A point charge $q$ of mass $m$ is suspended vertically by a string of length $l$. A point dipole of dipole moment $\vec{p}$ is now brought towards $q$ from infinity so that the charge moves away. The final equilibrium position of the system including the direction of the dipole, the angles and distances is shown in the figure below. If the work done in bringing the dipole to this position is $N \times (mgh)$, where $g$ is the acceleration due to gravity, then the value of $N$ is __________ (Note that for three coplanar forces keeping a point mass in equilibrium, $\frac{F}{\sin \theta}$ is the same for all forces, where $F$ is any one of the forces and $\theta$ is the angle between the other two forces)",A point charge q of mass m is suspended vertically by a string of length l A point dipole of dipole moment vec p is now brought towards q from infinity so that the charge moves away The final equilibrium position of the system including the direction of the dipole the angles and distances is shown in the figure below If the work done in bringing the dipole to this position is N times mgh where g is the acceleration due to gravity then the value of N is __________ Note that for three coplanar forces keeping a point mass in equilibrium frac F sin theta is the same for all forces where F is any one of the forces and theta is the angle between the other two forces,physics
2020_2_English_Q06,"A thermally isolated cylindrical closed vessel of height 8 m is kept vertically. It is divided into two equal parts by a diathermic (perfect thermal conductor) frictionless partition of mass 8.3 kg. Thus the partition is held initially at a distance of 4 m from the top, as shown in the schematic figure below. Each of the two parts of the vessel contains 0.1 mole of an ideal gas at temperature 300 K. The partition is now released and moves without any gas leaking from one part of the vessel to the other. When equilibrium is reached, the distance of the partition from the top (in m) will be __________ (take the acceleration due to gravity = 10 ms$^{-2}$ and the universal gas constant = 8.3 J mol$^{-1}$K$^{-1}$)",A thermally isolated cylindrical closed vessel of height m is kept vertically It is divided into two equal parts by a diathermic perfect thermal conductor frictionless partition of mass kg Thus the partition is held initially at a distance of m from the top as shown in the schematic figure below Each of the two parts of the vessel contains mole of an ideal gas at temperature K The partition is now released and moves without any gas leaking from one part of the vessel to the other When equilibrium is reached the distance of the partition from the top in m will be __________ take the acceleration due to gravity ms and the universal gas constant J mol K,physics
2020_2_English_Q07,"A beaker of radius $r$ is filled with water (refractive index $\frac{4}{3}$) up to a height $H$ as shown in the figure on the left. The beaker is kept on a horizontal table rotating with angular speed $\omega$. This makes the water surface curved so that the difference in the height of water level at the center and at the circumference of the beaker is $h (h \ll H, h \ll r)$, as shown in the figure on the right. Take this surface to be approximately spherical with a radius of curvature $R$. Which of the following is/are correct? ($g$ is the acceleration due to gravity)
(A) $R = \frac{h^2+r^2}{2h}$
(B) $R = \frac{3r^2}{2h}$
(C) Apparent depth of the bottom of the beaker is close to $\frac{3H}{2} \left(1 + \frac{\omega^2 H}{2g}\right)^{-1}$
(D) Apparent depth of the bottom of the beaker is close to $\frac{3H}{4} \left(1 + \frac{\omega^2 H}{4g}\right)^{-1}$",A beaker of radius r is filled with water refractive index frac up to a height H as shown in the figure on the left The beaker is kept on a horizontal table rotating with angular speed omega This makes the water surface curved so that the difference in the height of water level at the center and at the circumference of the beaker is h h ll H h ll r as shown in the figure on the right Take this surface to be approximately spherical with a radius of curvature R Which of the following is are correct g is the acceleration due to gravity R frac h r 2h R frac 3r 2h Apparent depth of the bottom of the beaker is close to frac 3H left frac omega H 2g right Apparent depth of the bottom of the beaker is close to frac 3H left frac omega H 4g right,physics
2020_2_English_Q08,"A student skates up a ramp that makes an angle 30° with the horizontal. He/she starts (as shown in the figure) at the bottom of the ramp with speed $v_0$ and wants to turn around over a semicircular path $xyz$ of radius $R$ during which he/she reaches a maximum height $h$ (at point $y$) from the ground as shown in the figure. Assume that the energy loss is negligible and the force required for this turn at the highest point is provided by his/her weight only. Then ($g$ is the acceleration due to gravity)
(A) $v_0^2 - 2gh = \frac{1}{2}gR$
(B) $v_0^2 - 2gh = \frac{\sqrt{3}}{2}gR$
(C) the centripetal force required at points $x$ and $z$ is zero
(D) the centripetal force required is maximum at points $x$ and $z$",A student skates up a ramp that makes an angle with the horizontal He she starts as shown in the figure at the bottom of the ramp with speed v_0 and wants to turn around over a semicircular path xyz of radius R during which he she reaches a maximum height h at point y from the ground as shown in the figure Assume that the energy loss is negligible and the force required for this turn at the highest point is provided by his her weight only Then g is the acceleration due to gravity v_0 2gh frac gR v_0 2gh frac sqrt gR the centripetal force required at points x and z is zero the centripetal force required is maximum at points x and z,physics
2020_2_English_Q09,"A rod of mass $m$ and length $L$, pivoted at one of its ends, is hanging vertically. A bullet of the same mass moving at speed $v$ strikes the rod horizontally at a distance $x$ from its pivoted end and gets embedded in it. The combined system now rotates with angular speed $\omega$ about the pivot. The maximum angular speed $\omega_M$ is achieved for $x = x_M$. Then
(A) $\omega = \frac{3vx}{L^2+3x^2}$
(B) $\omega = \frac{12vx}{L^2+12x^2}$
(C) $x_M = \frac{L}{\sqrt{3}}$
(D) $x_M = \frac{L}{2\sqrt{3}}$",A rod of mass m and length L pivoted at one of its ends is hanging vertically A bullet of the same mass moving at speed v strikes the rod horizontally at a distance x from its pivoted end and gets embedded in it The combined system now rotates with angular speed omega about the pivot The maximum angular speed omega_M is achieved for x x_M Then omega frac 3vx L 3x omega frac 12vx L 12x x_M frac L sqrt x_M frac L sqrt,physics
2020_2_English_Q10,"In an X-ray tube, electrons emitted from a filament (cathode) carrying current $I$ hit a target (anode) at a distance $d$ from the cathode. The target is kept at a potential $V$ higher than the cathode resulting in emission of continuous and characteristic X-rays. If the filament current $I$ is decreased to $\frac{I}{2}$, the potential difference $V$ is increased to $2V$, and the separation distance $d$ is reduced to $\frac{d}{2}$ then
(A) the cut-off wavelength will reduce to half, and the wavelengths of the characteristic X-rays will remain the same
(B) the cut-off wavelength as well as the wavelengths of the characteristic X-rays will remain the same
(C) the cut-off wavelength will reduce to half, and the intensities of all the X-rays will decrease
(D) the cut-off wavelength will become two times larger, and the intensity of all the X-rays will decrease",In an X ray tube electrons emitted from a filament cathode carrying current I hit a target anode at a distance d from the cathode The target is kept at a potential V higher than the cathode resulting in emission of continuous and characteristic X rays If the filament current I is decreased to frac I the potential difference V is increased to 2V and the separation distance d is reduced to frac d then the cut off wavelength will reduce to half and the wavelengths of the characteristic X rays will remain the same the cut off wavelength as well as the wavelengths of the characteristic X rays will remain the same the cut off wavelength will reduce to half and the intensities of all the X rays will decrease the cut off wavelength will become two times larger and the intensity of all the X rays will decrease,physics
2020_2_English_Q11,"Two identical non-conducting solid spheres of same mass and charge are suspended in air from a common point by two non-conducting, massless strings of same length. At equilibrium, the angle between the strings is $\alpha$. The spheres are now immersed in a dielectric liquid of density 800 kg m$^{-3}$ and dielectric constant 21. If the angle between the strings remains the same after the immersion, then
(A) electric force between the spheres remains unchanged
(B) electric force between the spheres reduces
(C) mass density of the spheres is 840 kg m$^{-3}$
(D) the tension in the strings holding the spheres remains unchanged",Two identical non conducting solid spheres of same mass and charge are suspended in air from a common point by two non conducting massless strings of same length At equilibrium the angle between the strings is alpha The spheres are now immersed in a dielectric liquid of density kg m and dielectric constant If the angle between the strings remains the same after the immersion then electric force between the spheres remains unchanged electric force between the spheres reduces mass density of the spheres is kg m the tension in the strings holding the spheres remains unchanged,physics
2020_2_English_Q12,"Starting at time $t = 0$ from the origin with speed 1 ms$^{-1}$, a particle follows a two-dimensional trajectory in the $x-y$ plane so that its coordinates are related by the equation $y = \frac{x^2}{2}$. The $x$ and $y$ components of its acceleration are denoted by $a_x$ and $a_y$, respectively. Then
(A) $a_x = 1$ ms$^{-2}$ implies that when the particle is at the origin, $a_y = 1$ ms$^{-2}$
(B) $a_x = 0$ implies $a_y = 1$ ms$^{-2}$ at all times
(C) at $t = 0$, the particle's velocity points in the $x$-direction
(D) $a_x = 0$ implies that at $t = 1$ s, the angle between the particle's velocity and the $x$ axis is 45°",Starting at time t from the origin with speed ms a particle follows a two dimensional trajectory in the x y plane so that its coordinates are related by the equation y frac x The x and y components of its acceleration are denoted by a_x and a_y respectively Then a_x ms implies that when the particle is at the origin a_y ms a_x implies a_y ms at all times at t the particle s velocity points in the x direction a_x implies that at t s the angle between the particle s velocity and the x axis is,physics
