Question_ID,Question_Text
2007_2_Q18,"18. The phases of the light wave at c, d, e and f are c, d, e and of respectively.
It is given that ≠ f.
(A) cannot be equal to d
(B) d can be equal to de
(C) (a r) is equal to (e – p)
(D) (d) is not equal to (– e)"
2007_2_Q19,"19. Speed of light is
(A) the same in medium-1 and medium-2
(B) larger in medium-1 than in medium-2
(C) larger in medium-2 than in medium-1
(D) different at b and d"
2007_2_Q20,"20. Column I describes some situations in which a small object moves. Column II
describes some characteristics of these motions. Match the situations in Column I
with the characteristics in Column II and indicate your answer by darkening
appropriate bubbles in the 4 x 4 matrix given in the ORS.
Column I
(A) The object moves on the x-axis under a
conservative force in such a way that its
""speed"" and ""position"" satisfy v = C1√C2-x²,
where c₁ and c₂ are positive constants.
(B) The object moves on the x-axis in such a way
that its velocity and its displacement from
the origin satisfy v=-kx, where k is a
positive constant.
(C) The object is attached to one end of a
mass-less spring of a given spring constant.
The other end of the spring is attached to the
ceiling of an elevator. Initially everything is
at rest. The elevator starts going upwards
with a constant acceleration a. The motion
of the object is observed from the elevator
during the period it maintains this
acceleration.
(D) The object is projected from the earth's
surface vertically upwards with a speed
2/GM/R, where, M. is the mass of the
earth and R is the radius of the earth.
Neglect forces from objects other than the
earth.
Column II
(p) The object executes a
simple harmonic motion.
(q) The object does not
change its direction.
(r) The kinetic energy of the
object keeps on decreasing.
(s) The object can change its
direction only once."
2007_2_Q21,"21. Two wires each carrying a steady current I are shown in four configurations in
Column I. Some of the resulting effects are described in Column II. Match the
statements in Column I with the statements in Column II and indicate your
answer by darkening appropriate bubbles in the 4×4 matrix given in the ORS.
Column I
(A) Point P is situated
midway between the
wires.
(B) Point P is situated at
the mid-point of the
line joining the centers
of the circular wires,
which have same radii.
(C) Point P is situated at
the mid-point of the
line joining the
centers of the circular
wires, which have
same radii.
(D) Point P is situated at
the common center of
the wires.
Column II
(p) The magnetic fields (B)
at P due to the currents
in the wires are in the
same direction.
(q) The magnetic fields (B)
at P due to the currents
in the wires are in
opposite directions.
(r) There is no magnetic
field at P.
(s) The wires repel each
other."
2007_2_Q22,"22. Column I gives some devices and Column II gives some processes on which the
functioning of these devices depend. Match the devices in Column I with the
processes in Column II and indicate your answer by darkening appropriate bubbles
in the 4 x 4 matrix given in the ORS.
Column I
(A) Bimetallic strip
(B) Steam engine
(C) Incandescent lamp
(D) Electric fuse
Answer A- 's, q' OR 's' alone
Column II
(p) Radiation from a hot body
(q) Energy conversion
(r) Melting
(s) Thermal expansion of solids
B-'q'
C-'p, q' OR 'p' alone
D-'q,r' OR 'r' alone"
2007_2_Q23,"23. Consider a titration of potassium dichromate solution with acidified Mohr's salt
solution using diphenylamine as indicator. The number of moles of Mohr's salt
required per mole of dichromate is
(A) 3
(B) 4
(C) 5
(D) 6"
2007_2_Q24,"24. Among the following metal carbonyls, the C-O bond order is lowest in
(A) [Mn(CO)6]+
(B) [Fe(CO)5]
(C) [Cr(CO)6]
(D) [V(CO)6]"
2007_2_Q25,"25. A solution of a metal ion when treated with KI gives a red precipitate which dissolves
in excess KI to give a colourless solution. Moreover, the solution of metal ion on
treatment with a solution of cobalt (II) thiocyanate gives rise to a deep blue
crystalline precipitate. The metal ion is
(A) Pb²+
(B) Hg²+
(C) Cu²+
(D) Co²+"
2007_2_Q26,"26. Cyclohexene on ozonolysis followed by reaction with zinc dust and water gives
compound E. Compound E on further treatment with aqueous KOH yields
compound F. Compound F is
(A)
CHO
(B)
CHO
(C)
(D)
CO₂H
-COOH
CO₂H"
2007_2_Q27,"27. The number of stereoisomers obtained by bromination of trans-2-butene is
(A) 1
(B) 2
(C) 3
(D) 4"
2007_2_Q28,"28. Among the following, the least stable resonance structure is
(A)
(B)
(C)
(D)"
2007_2_Q29,"29. A positron is emitted from 23 Na. The ratio of the atomic mass and atomic number of
11
the resulting nuclide is
(A) 22/10
(C) 23/10
(B) 22/11
(D) 23/12"
2007_2_Q30,"30. For the process H₂O(l) (1 bar, 373 K) → H₂O(g) (1 bar, 373 K), the correct set of
thermodynamic parameters is
(A) ∆G = 0, ∆S = +ve
(C) ∆G = +ve, ∆S = 0
(B) ∆G = 0, ∆S = -ve
(D) ∆G = -ve, ∆S =+ve"
2007_2_Q31,"31. Consider a reaction aG + bH → Products. When concentration of both the reactants
G and H is doubled, the rate increases by eight times. However, when concentration
of G is doubled keeping the concentration of H fixed, the rate is doubled. The overall
order of the reaction is
(A) 0
(B) 1
(C) 2
(D) 3"
2007_2_Q32,"32. STATEMENT-1: Alkali metals dissolve in liquid ammonia to give blue solutions.
because
STATEMENT-2: Alkali metals in liquid ammonia give solvated species of the type
[M(NH3)x]+ (M = alkali metals).
(A) Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation
for Statement-1
(B) Statement-1 is True; Statement-2 is True; Statement-2 is NOT a correct
explanation for Statement-1
(C) Statement-1 is True, Statement-2 is False
(D) Statement-1 is False, Statement-2 is True"
2007_2_Q33,"33. STATEMENT-1: Glucose gives a reddish-brown precipitate with Fehling's solution.
because
STATEMENT-2: Reaction of glucose with Fehling's solution gives CuO and
gluconic acid.
(A) Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation
for Statement-1
(B) Statement-1 is True, Statement-2 is True; Statement-2 is NOT a correct
explanation for Statement-1
(C) Statement-1 is True, Statement-2 is False
(D) Statement-1 is False, Statement-2 is True"
2007_2_Q34,"34. STATEMENT-1: Molecules that are not superimposable on their mirror images are
chiral.
because
STATEMENT-2: All chiral molecules have chiral centres.
(A) Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation
for Statement-1
(B) Statement-1 is True, Statement-2 is True; Statement-2 is NOT a correct
explanation for Statement-1
(C) Statement-1 is True, Statement-2 is False
(D) Statement-1 is False, Statement-2 is True"
2007_2_Q35,"35. STATEMENT-1: Band gap in germanium is small.
because
STATEMENT-2: The energy spread of each germanium atomic energy level is
infinitesimally small.
(A) Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation
for Statement-1
(B) Statement-1 is True, Statement-2 is True; Statement-2 is NOT a correct
explanation for Statement-1
(C) Statement-1 is True, Statement-2 is False
(D) Statement-1 is False, Statement-2 is True"
2007_2_Q36,"36. Among the following, identify the correct statement.
(A) Chloride ion is oxidised by O₂
(B) Fe²⁺ is oxidised by iodine
(C) Iodide ion is oxidised by chlorine (D) Mn²⁺ is oxidised by chlorine"
2007_2_Q37,"37. While Fe³⁺ is stable, Mn³⁺ is not stable in acid solution because
(A) O₂ oxidises Mn²⁺ to Mn³⁺
(B) O₂ oxidises both Mn²⁺ to Mn³⁺ and Fe²⁺ to Fe³⁺
(C) Fe³⁺ oxidises H₂O to O₂
(D) Mn³⁺ oxidises H₂O to O₂"
2007_2_Q38,"38. Sodium fusion extract, obtained from aniline, on treatment with iron(II) sulphate
and H₂SO₄ in presence of air gives a Prussian blue precipitate. The blue colour is
due to the formation of
(A) Fe₄[Fe(CN)₆]₃
(C) Fe₄[Fe(CN)₆]₂
(B) Fe₃[Fe(CN)₆]₂
(D) Fe₃[Fe(CN)₆]₃"
2007_2_Q39,"39. Which one of the following reagents is used in the above reaction?
(A) aq. NaOH + CH₃Cl
(C) aq. NaOH + CHCl₃
(B) aq. NaOH + CH₂Cl₂
(D) aq. NaOH + CCl₄"
2007_2_Q40,"40. The electrophile in this reaction is
(A) :CHCI
(B) +CHCl₂
(C) :CCl₂
(D) CCl₃"
2007_2_Q41,"41. The structure of the intermediate I is
(A)
(B)
(C)
(D)"
2007_2_Q42,"42. Match the reactions in Column I with nature of the reactions/type of the products in
Column II. Indicate your answer by darkening the appropriate bubbles of the
4 x 4 matrix given in the ORS.
Column I
(A) O₂ → O₂⁻ + O₂⁻
(B) CrO₄²⁻ + H⁺ →
(C) MnO₄⁻ + NO₂⁻ + H⁺ →
(D) NO₂⁻ + H₂SO₄ + Fe²⁺ →
Column II
(p) redox reaction
(q) one of the products has trigonal
planar structure
(r) dimeric bridged tetrahedral metal ion
(s) disproportionation"
2007_2_Q43,"43. Match the compounds/ions in Column I with their properties/reactions in Column II.
Indicate your answer by darkening the appropriate bubbles of the
4 x 4 matrix given in the ORS.
Column I
(A) CH₃CHO
(B) CH₃C≡CH
(C) CN⁻
(D) I⁻
Column II
(p) gives precipitate with
2,4-dinitrophenylhydrazine
(q) gives precipitate with AgNO₃
(r) is a nucleophile
(s) is involved in cyanohydrin formation"
2007_2_Q44,"44. Match the crystal system/unit cells mentioned in Column I with their characteristic
features mentioned in Column II. Indicate your answer by darkening the
appropriate bubbles of the 4 x 4 matrix given in the ORS.
Column I
(A) simple cubic and face-centred
cubic
(B) cubic and rhombohedral
(C) cubic and tetragonal
(D) hexagonal and monoclinic
Column II
(p) have these cell parameters
a=b=c and α = β = γ
(q) are two crystal systems
(r) have only two crystallographic
angles of 90°
(s) belong to same crystal system"
2007_2_Q45,"45. Let O (0, 0), P(3, 4), Q (6,0) be the vertices of the triangle OPQ. The point R inside
the triangle OPQ is such that the triangles OPR, PQR, OQR are of equal area. The
coordinates of R are
(A) (4/3, 3)
(C) (3, 4/3)
(B) (3, 2/3)
(D) (4/3, 2/3)"
2007_2_Q46,"46. If |z|=1 and z ≠ ±1, then all the values of z/(1-z²) lie on
(A) a line not passing through the origin
(B) |z| = √2
(C) the x-axis
(D) the y-axis"
2007_2_Q47,"47. Let Eᶜ denote the complement of an event E. Let E, F, G be pairwise independent
events with P(G) > 0 and P(Eᶜ ∩ F ∩ G) = 0. Then P (Eᶜ ∩ Fᶜ | G) equals
(A) P(Eᶜ)+P(Fᶜ)
(C) P(Eᶜ)-P(F)
(B) P(Eᶜ)-P(Fᶜ)
(D) P(E)-P(Fᶜ)"
2007_2_Q48,"48. d²x/dy² equals
(A) (d²y/dx²)⁻¹
(B) -(d²y/dx²)⁻¹ (dy/dx)⁻³
(C) (d²y/dx²)(dy/dx)⁻²
(D) -(d²y/dx²)(dy/dx)⁻³"
2007_2_Q49,"49. The differential equation dy/dx = √(1-y²)/y determines a family of circles with
(A) variable radii and a fixed centre at (0, 1)
(B) variable radii and a fixed centre at (0, -1)
(C) fixed radius 1 and variable centres along the x-axis
(D) fixed radius 1 and variable centres along the y-axis"
2007_2_Q50,"50. Let a, b, c be unit vectors such that a + b + c = 0. Which one of the following is
correct?
(A) a × b = b × c = c × a = 0
(B) a × b = b × c = c × a ≠ 0
(C) a × b = b × c = a × c ≠ 0
(D) a × b, b × c, c × a are mutually perpendicular"
2007_2_Q51,"51. Let ABCD be a quadrilateral with area 18, with side AB parallel to the side CD and
AB = 2 CD. Let AD be perpendicular to AB and CD. If a circle is drawn inside the
quadrilateral ABCD touching all the sides, then its radius is
(A) 3
(B) 2
(C) 3/2
(D) 1"
2007_2_Q52,"52. Let f(x) = x/(1+xⁿ)¹/ⁿ for n≥2 and g(x) = (f o f o ... o f) (x). Then ∫xⁿ⁻²g(x)dx
f occurs n times
equals
(A) 1/(n-1)(1+nxⁿ)¹/ⁿ + K
(B) 1/(n-1)(1+nxⁿ)⁻¹⁺¹/ⁿ + K
(C) 1/(n(n+1))(1+nxⁿ)¹/ⁿ + K
(D) 1/(n+1)(1+nxⁿ)⁻¹⁺¹/ⁿ + K"
2007_2_Q53,"53. The letters of the word COCHIN are permuted and all the permutations are
arranged in an alphabetical order as in an English dictionary. The number of words
that appear before the word COCHIN is
(A) 360
(B) 192
(C) 96
(D) 48"
2007_2_Q54,"54. Consider the planes 3x – 6y – 2z = 15 and 2x + y – 2z = 5.
STATEMENT-1: The parametric equations of the line of intersection of the given
planes are x = 3+14t, y = 1+2t, z = 15t.
because
STATEMENT-2: The vector 14i + 2j + 15k is parallel to the line of intersection of
given planes.
(A) Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation
for Statement-1
(B) Statement-1 is True, Statement-2 is True; Statement-2 is NOT a correct
explanation for Statement-1
(C) Statement-1 is True, Statement-2 is False
(D) Statement-1 is False, Statement-2 is True"
2007_2_Q55,"55. STATEMENT-1: The curve y = -x²/2 + x + 1 is symmetric with respect to the line
x = 1.
because
STATEMENT-2: A parabola is symmetric about its axis.
(A) Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation
for Statement-1
(B) Statement-1 is True, Statement-2 is True; Statement-2 is NOT a correct
explanation for Statement-1
(C) Statement-1 is True, Statement-2 is False
(D) Statement-1 is False, Statement-2 is True"
2007_2_Q56,"56. Let f(x) = 2 + cos x for all real x.
STATEMENT-1: For each real t, there exists a point c in [t, t + π] such that
f'(c) = 0.
because
STATEMENT-2: f(t) = f(t + 2π) for each real t.
(A) Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation
for Statement-1
(B) Statement-1 is True, Statement-2 is True; Statement-2 is NOT a correct
explanation for Statement-1
(C) Statement-1 is True, Statement-2 is False
(D) Statement-1 is False, Statement-2 is True"
